COUNTRY,UNIVERSITY,Approved Major,Specific Major as Listed by University,Deadline Passed as of Jan 3?,,,,
United States,"University of California, Santa Barbara","Physiotherapy, Physical Therapy & Sport Therapy",Physiology,Yes,,,,
United States,University of Illinois-Urbana Champaign,"Physiotherapy, Physical Therapy & Sport Therapy",Sports Therapy ,Yes,,,,
United States,University of Maryland,"Physiotherapy, Physical Therapy & Sport Therapy",Kinesiology ,Yes,,,,
United States,University of Michigan-Ann Arbor,"Physiotherapy, Physical Therapy & Sport Therapy",Health & Fitness ,,,,,
United States,University of Minnesota-Twin Cities,"Physiotherapy, Physical Therapy & Sport Therapy",Kinesiology ,Yes,,,,
United States,University of Minnesota-Twin Cities,"Physiotherapy, Physical Therapy & Sport Therapy",Sports Therapy,Yes,,,,
United States,University of Southern California,"Physiotherapy, Physical Therapy & Sport Therapy",Occupational Therapy,,,,,
United States,University of Southern California,"Physiotherapy, Physical Therapy & Sport Therapy",Pre-Physical Therapy,,,,,
United States,University of Washington ,"Physiotherapy, Physical Therapy & Sport Therapy",Sports Therapy,Yes,,,,
United States,"University of Wisconsin, Madison","Physiotherapy, Physical Therapy & Sport Therapy",Kinesiology,Yes,,,,
Australia,Australian National University,Psychology,Psychology,,,,,
Australia,Monash University,Psychology,Psychology,,,,,
Australia,University of Adelaide,Psychology,Psychology,,,,,
Australia,University of Melbourne,Psychology,Psychology,,,,,
Australia,University of New South Wales (UNSW Sydney),Psychology,Psychology,,,,,
Australia,University of Queensland,Psychology,Psychology,,,,,
Australia,University of Sydney,Psychology,Psychology,,,,,
Australia,University of Western Australia,Psychology,Psychology,,,,,
Belgium,Ghent University,Psychology,Psychology,,,,,
Belgium,KU Leuven (Catholic University of Leuven),Psychology,Psychology,,,,,
Brazil,Universidade de São Paulo,Psychology,Psychology,,,,,
Canada,McGill University,Psychology,Psychology,Yes,,,,
Canada,McMaster University,Psychology,Psychology,,,,,
Canada,University of Alberta,Psychology,Psychology,,,,,
Canada,University of British Columbia,Psychology,Psychology,Yes,,,,
Canada,University of Toronto,Psychology,Psychology,Yes,,,,
China,Peking University,Psychology,Psychology,,,,,
China,Tsinghua University,Psychology,Psychology,,,,,
China,Zhejiang University,Psychology,Psychology,,,,,
Denmark,Aarhus University,Psychology,Psychology,,,,,
Denmark,University of Copenhagen,Psychology,Psychology,,,,,
Finland,University of Helsinki,Psychology,Psychology,,,,,
France,Sorbonne University,Psychology,Psychology,,,,,
France,Université Paris Cité (formerly Université de Paris),Psychology,Psychology – Psychological Sciences,,,,,
France,Université Paris Cité (formerly Université de Paris),Psychology,Psychology – Psychology and Humanities,,,,,
France,Université PSL (Paris Sciences & Lettres),Psychology,Psychology,,,,,
Germany,Freie Universität Berlin,Psychology,Psychology,,,,,
Germany,Heidelberg University,Psychology,Psychology,,,,,
Germany,Humboldt-Universität zu Berlin,Psychology,Psychology,,,,,
Germany,LMU Munich (Ludwig-Maximilians-Universität München),Psychology,Psychology,,,,,
Germany,RWTH Aachen University,Psychology,Psychology (polyvalent) B.Sc.,,,,,
Germany,University of Hamburg (Universität Hamburg),Psychology,Psychology B.Sc.,,,,,
Hong Kong SAR,Chinese University of Hong Kong,Psychology,Psychology,,,,,
Hong Kong SAR,City University of Hong Kong,Psychology,Psychology,,,,,
Hong Kong SAR,University of Hong Kong,Psychology,Psychology,,,,,
Japan,Kyoto University,Psychology,Psychology,,,,,
Japan,University of Tokyo,Psychology,Psychology,,,,,
Netherlands,Leiden University,Psychology,Psychology,,,,,
Netherlands,University of Amsterdam,Psychology,Psychology,,,,,
Netherlands,University of Groningen,Psychology,Psychology,,,,,
Netherlands,Utrecht University,Psychology,Psychology,,,,,
Netherlands,Vrije Universiteit Amsterdam (VU University Amsterdam),Psychology,Psychology,,,,,
New Zealand,University of Auckland,Psychology,Psychology,,,,,
Norway,University of Oslo,Psychology,Psychology,,,,,
Singapore,Nanyang Technological University ,Psychology,Psychology,,,,,
Singapore,National University of Singapore (NUS),Psychology,Psychology,,,,,
South Korea,Seoul National University,Psychology,Psychology,,,,,
South Korea,Yonsei University,Psychology,Psychology,,,,,
Sweden,Karolinska Institutet,Psychology,Psychology,,,,,
Sweden,Lund University,Psychology,Psychology,,,,,
Switzerland,EPFL (École Polytechnique Fédérale de Lausanne),Psychology,Psychology,,,,,
Switzerland,University of Bern,Psychology,Psychology,French and German language,,,,
Switzerland,University of Zurich,Psychology,Psychology,,,,,
United States,Boston University,Psychology,Psychology,Yes,,,,
United States,Brown University,Psychology,Psychology,Yes,,,,
United States,Carnegie Mellon University,Psychology,Psychology,Yes,,,,
United States,Columbia University,Psychology,Psychology,Yes,,,,
United States,Cornell University,Psychology,Psychology,Yes,,,,
United States,Duke University,Psychology,Psychology,Yes,,,,
United States,Emory University,Psychology,Psychology,Yes,,,,
United States,Harvard University,Psychology,Psychology,Yes,,,,
United States,Johns Hopkins University,Psychology,Psychology,Yes,,,,
United States,Massachusetts Institute of Technology (MIT),Psychology,Psychology,Yes,,,,
United States,Michigan State University (East Lansing),Psychology,Psychology,,,,,
United States,New York  University,Psychology,Psychology,Yes,,,,
United States,Northwestern University,Psychology,Psychology,Yes,,,,
United States,Ohio State University (Columbus),Psychology,Psychology,,,,,
United States,Princeton University,Psychology,Psychology,Yes,,,,
United States,Purdue University,Psychology,Psychology,,,,,
United States,Rice University,Psychology,Psychology,,,,,
United States,Stanford University,Psychology,Psychology,Yes,,,,
United States,"University of California, Berkeley",Psychology,Psychology,Yes,,,,
United States,"University of California, Davis",Psychology,Psychology,Yes,,,,
United States,"University of California, Irvine",Psychology,Psychology,Yes,,,,
United States,"University of California, Los Angeles",Psychology,Psychology,Yes,,,,
United States,"University of California, San Diego",Psychology,Psychology,Yes,,,,
United States,"University of California, Santa Barbara",Psychology,Psychology,Yes,,,,
United States,University of Chicago,Psychology,Psychology,Yes,,,,
United States,University of Colorado Boulder,Psychology,Psychology (BA),,,,,
United States,University of Illinois Urbana-Champaign,Psychology,Psychology,Yes,,,,
United States,"University of Maryland, College Park",Psychology,Psychology,Yes,,,,
United States,University of Michigan-Ann Arbor,Psychology,Psychology,,,,,
United States,University of Minnesota Twin Cities,Psychology,Psychology,Yes,,,,
United States,"University of North Carolina, Chapel Hill",Psychology,Psychology,Yes,,,,
United States,University of Pennsylvania,Psychology,Psychology,Yes,,,,
United States,University of Pittsburgh,Psychology,Psychology,,,,,
United States,University of Southern California,Psychology,Psychology,,,,,
United States,University of Texas at Austin,Psychology,Psychology,,,,,
United States,University of Washington,Psychology,Psychology,Yes,,,,
United States,University of Wisconsin-Madison,Psychology,Psychology,Yes,,,,
United States,Vanderbilt University,Psychology,Psychology,Yes,,,,
United States,Washington University in St. Louis,Psychology,Psychology,Yes,,,,
United States,Yale University,Psychology,Psychology,Yes,,,,
Australia,Australian National University,Public Health,Health Science,,,,,
Australia,Monash University,Public Health,Health Sciences,,,,,
Australia,University of Adelaide,Public Health,Health and Medical Sciences,,,,,
Australia,University of Queensland,Public Health,Health Sciences,,,,,
Canada,University of Toronto,Public Health,Health Studies,Yes,,,,
Netherlands,Leiden University,Public Health,Global Public Health,,,,,
New Zealand,University of Auckland,Public Health,Health Sciences,,,,,
United States,Boston University,Public Health,Health Science,Yes,,,,
United States,Brown University,Public Health,Public Health,Yes,,,,
United States,Cornell University,Public Health,Global and Public Health Sciences,Yes,,,,
United States,Johns Hopkins University,Public Health,Public Health Studies,Yes,,,,
United States,New York University,Public Health,Global Public Health,Yes,,,,
United States,Northwestern University,Public Health,Global Health Studies,Yes,,,,
United States,Ohio State University (Columbus),Public Health,Health Information Management and Systems,,,,,
United States,Purdue University,Public Health,Health Sciences Program,,,,,
United States,Purdue University,Public Health,Public Health,,,,,
United States,Purdue University,Public Health,Health and Disease,,,,,
United States,"University of California, Berkeley",Public Health,Public Health,Yes,,,,
United States,"University of California, Davis",Public Health,Global Disease Biology,Yes,,,,
United States,"University of California, Irvine",Public Health,Public Health Sciences,Yes,,,,
United States,"University of California, San Diego",Public Health,Global Health,Yes,,,,
United States,University of Illinois at Urbana-Champaign,Public Health,Community Health,Yes,,,,
United States,University of Illinois at Urbana-Champaign,Public Health,Public Health,Yes,,,,
United States,University of Maryland,Public Health,Community Health,Yes,,,,
United States,University of Maryland,Public Health,Public Health Science,Yes,,,,
United States,University of Michigan,Public Health,"Biology, Health, and Society",,,,,
United States,University of Minnesota,Public Health,Environmental Health,Yes,,,,
United States,University of Pennsylvania,Public Health,Health and Societies,Yes,,,,
United States,University of Southern California,Public Health,Global Health Studies,,,,,
United States,University of Southern California,Public Health,Health and Humanity,,,,,
United States,University of Southern California,Public Health,Health and the Human Sciences,,,,,
United States,University of Texas at Austin,Public Health,Health and Society,,,,,
United States,University of Texas at Austin,Public Health,Public Health,,,,,
United States,University of Washington,Public Health,Environmental Health,Yes,,,,
United States,University of Wisconsin Madison,Public Health,Global Health,Yes,,,,
United States,Vanderbilt University,Public Health,"Medicine, Health and Society",Yes,,,,
Australia,Australian National University,Public Policy Studies,Public Policy,,,,,
Australia,Australian National University,Public Policy Studies,Policy Studies Hons.,,,,,
United States,Brown University,Public Policy Studies,Public Policy,Yes,,,,
United States,Carnegie Mellon University,Public Policy Studies,Engineering & Public Policy,Yes,,,,
United States,Cornell University,Public Policy Studies,Policy Analysis & Management,Yes,,,,
United States,Duke University,Public Policy Studies,Public Policy Studies,Yes,,,,
United States,Georgia Institute of Technology,Public Policy Studies,Public Policy,Yes,,,,
United States,Michigan State University (East Lansing),Public Policy Studies,Public Policy,,,,,
United States,Michigan State University (East Lansing),Public Policy Studies,Social Relations & Policy,,,,,
United States,Ohio State University (Columbus),Public Policy Studies,"Public Management, Leadership & Policy",,,,,
United States,Ohio State University (Columbus),Public Policy Studies,Environmental Policy & Decision Making,,,,,
United States,Princeton University,Public Policy Studies,Public Policy,Yes,,,,
United States,Purdue University,Public Policy Studies,Business Economics & Public Policy,,,,,
United States,Rice University,Public Policy Studies,Social Policy Analysis,,,,,
United States,Stanford University,Public Policy Studies,Public Policy,Yes,,,,
United States,"University of California, Irvine",Public Policy Studies,Social Policy & Public Service,Yes,,,,
United States,"University of California, Los Angeles",Public Policy Studies,Public Affairs,Yes,,,,
United States,University of Chicago,Public Policy Studies,Public Policy,Yes,,,,
United States,"University of North Carolina, Chapel Hill",Public Policy Studies,Public Policy,Yes,,,,
United States,University of Southern California,Public Policy Studies,Public Policy,,,,,
United States,University of Washington,Public Policy Studies,Law & Policy,Yes,,,,
United States,Vanderbilt University,Public Policy Studies,Public Policy Studies,Yes,,,,
Canada,University of Alberta,Radiotherapy,Radiation Therapy,,,,,
United States,Purdue University,Smart Manufacturing,Smart Manufacturing Industrial Informatics,,,,,
Australia,University of New South Wales,Social Policy,Social Research and Policy,,,,,
Hong Kong SAR,Hong Kong Polytechnic University,Social Policy,Social Policy and Administration (Hons),,,,,
United States,Michigan State University (East Lansing),Social Policy,Social Relations and Policy,,,,,
United States,New York University,Social Policy,Social Research and Public Policy,Yes,,,,
United States,Rice University,Social Policy,Social Policy Analysis,,,,,
United States,"University of California, Irvine",Social Policy,Public Health Policy,Yes,,,,
Australia,University of New South Wales ,Social Work,Social Policy and Public Service,,,,,
Australia,University of New South Wales ,Social Work,Social Work Hons.,,,,,
Australia,University of New South Wales ,Social Work,Social Research and Policy,,,,,
Australia,University of Sydney,Social Work,Social Work,,,,,
Australia,University of Sydney,Social Work,Occupational Therapy,,,,,
Canada,McGill University,Social Work,Social Work,Yes,,,,
Canada,McMaster University,Social Work,Social Work,,,,,
Canada,McMaster University,Social Work,Labor Studies,,,,,
Canada,McMaster University,Social Work,Social Psychology Hons.,,,,,
Canada,University of British Columbia,Social Work,Social Work,Yes,,,,
Hong Kong SAR,Chinese University of Hong Kong,Social Work,Social Work,,,,,
Hong Kong SAR,City University of Hong Kong,Social Work,Social Work,,,,,
Hong Kong SAR,Hong Kong Polytechnic University,Social Work,Social Work Hons.,,,,,
Hong Kong SAR,Hong Kong University of Science & Technology,Social Work,Quantitative Social Analysis,,,,,
Hong Kong SAR,University of Hong Kong,Social Work,Social Work,,,,,
Hong Kong SAR,University of Hong Kong,Social Work,Education & Social Sciences,,,,,
South Korea,Seoul National University,Social Work, Social Welfare,,,,,
United States,Boston University,Social Work,Behavior and Health,Yes,,,,
United States,Michigan State University (East Lansing),Social Work,Social Work,,,,,
United States,Ohio State University (Columbus),Social Work,Social Work,,,,,
United States,Purdue University,Social Work,Human Services,,,,,
United States,University of Illinois at Urbana Champaign,Social Work,Social Work,Yes,,,,
United States,University of Pittsburgh,Social Work,Social Work,,,,,
United States,University of Southern California,Social Work,Non-Governmental Organizations and Social Change,,,,,
United States,University of Wisconsin Madison,Social Work,Social Welfare,Yes,,,,
Australia,University of Adelaide,Soil Science,Mineral Geoscience,,,,,
Australia,University of Adelaide,Soil Science,Soil Science,,,,,
Canada,University of Alberta,Soil Science,Land Reclamation,,,,,
Netherlands,Wageningen University & Research Center,Soil Science,"Soil, Water & Atmosphere",,,,,
United States,Michigan State University (East Lansing),Soil Science,Crop & Soil Sciences,,,,,
United States,Purdue University,Soil Science,Soil & Water Sciences,,,,,
United States,Purdue University,Soil Science,Agronomy – International Agronomy,,,,,
United States,University of Wisconsin Madison,Soil Science,Soil Science ,Yes,,,,
United States,University of Wisconsin Madison,Soil Science,Environmental Sciences,Yes,,,,
Australia,Monash University,Special Education,Primary and Secondary Inclusive Education,,,,,
Australia,University of Queensland,Special Education,Speech Pathology Hons,,,,,
Hong Kong SAR,University of Hong Kong,Special Education,Early Childhood Education and Special Education,,,,,
Hong Kong SAR,University of Hong Kong,Special Education,Speech and Hearing Sciences,,,,,
United States,Boston University,Special Education,Deaf Studies,Yes,,,,
United States,Boston University,Special Education,Special Education,Yes,,,,
United States,Michigan State University (East Lansing),Special Education,Special Education – Learning Disabilities,,,,,
United States,New York University,Special Education,Childhood Education and Childhood Special Education Grades 1-6 – Initial Certification,Yes,,,,
United States,New York University,Special Education,Communicative Sciences and Disorders,Yes,,,,
United States,New York University,Special Education,"Early Childhood Education and Early Childhood Special Education, Birth – Grade 2, Initial Certification",Yes,,,,
United States,Ohio State University (Columbus),Special Education,Education – Special Education,,,,,
United States,Purdue University,Special Education,Early Childhood Education and Exceptional Needs,,,,,
United States,Purdue University,Special Education,Special Education – Elementary Education,,,,,
United States,Purdue University,Special Education,Special Education – Mild and Intense Intervention K-6,,,,,
United States,Purdue University,Special Education,Special Education – Mild and Intense Intervention 5-12,,,,,
United States,University of Illinois at Urbana Champaign,Special Education,Audiology,Yes,,,,
United States,University of Illinois at Urbana Champaign,Special Education,Special Education,Yes,,,,
United States,University of Illinois at Urbana Champaign,Special Education,Speech and Hearing Science,Yes,,,,
United States,University of Illinois at Urbana Champaign,Special Education,Speech Language Pathology,Yes,,,,
United States,University of Maryland,Special Education,Early Childhood and Early Childhood Special Education,Yes,,,,
United States,University of Maryland,Special Education,Elementary – Middle Special Education,Yes,,,,
United States,University of Maryland,Special Education,Special Education,Yes,,,,
United States,University of Washington,Special Education,Speech and Hearing Sciences,Yes,,,,
United States,University of Wisconsin Madison,Special Education,Rehabilitation Psychology,Yes,,,,
United States,University of Wisconsin Madison,Special Education,Special Education,Yes,,,,
United States,University of Minnesota,Special Education,Foundations of Special Education,Yes,,,,
United States,University of Minnesota,Special Education,Integrated Elementary and Special Education,Yes,,,,
United States,University of Minnesota,Special Education,Special Education,Yes,,,,
United States,University of Minnesota,Special Education,Speech-Language-Hearing Sciences,Yes,,,,
United States,Vanderbilt University,Special Education,Child Development,Yes,,,,
United States,Vanderbilt University,Special Education,Special Education,Yes,,,,
Hong Kong SAR,University of Hong Kong,Speech Pathology & Therapy, Speech and Hearing Sciences,,,,,
United States,Boston University,Speech Pathology & Therapy,"BS in Speech, Language & Hearing Sciences",Yes,,,,
United States,Boston University,Speech Pathology & Therapy,BS in Deaf Studies,Yes,,,,
United States,New York University,Speech Pathology & Therapy,BS in Communicative Sciences and Disorders,Yes,,,,
United States,Northwestern University,Speech Pathology & Therapy,BS in Human Communication Sciences,Yes,,,,
United States,Ohio State University (Columbus),Speech Pathology & Therapy,BA in Speech and Hearing Sciences,,,,,
United States,Purdue University,Speech Pathology & Therapy,"BS in Speech, Language, and Hearing Sciences",,,,,
United States,University of Colorado Boulder,Speech Pathology & Therapy,"Speech, Language & Hearing Sciences (BA)",,,,,
United States,University of Illinois at Urbana-Champaign,Speech Pathology & Therapy,"BS in Speech and Hearing Sciences with Concentrations in Audiology, Cultural-Linguistic Diversity, Neuroscience of Communication, or Speech-Language Pathology",Yes,,,,
United States,"University of Maryland, College Park",Speech Pathology & Therapy,BA in Hearing & Speech Sciences,Yes,,,,
United States,University of Minnesota,Speech Pathology & Therapy,BA in Speech-Language-Hearing Sciences,Yes,,,,
United States,University of Pittsburgh,Speech Pathology & Therapy,BA in Communication Science,,,,,
United States,University of Texas at Austin,Speech Pathology & Therapy,"BS in Speech, Language, and Hearing Sciences, Specializations available in Audiology, Deafness Studies/Deaf Education, and Speech-Language Pathology",,,,,
United States,University of Washington,Speech Pathology & Therapy,BS in Speech and Hearing Sciences,Yes,,,,
United States,"University of Wisconsin, Madison",Speech Pathology & Therapy,BA in Communication Sciences and Disorders,Yes,,,,
United States,"University of Wisconsin, Madison",Speech Pathology & Therapy,BS in Communication Sciences and Disorders,Yes,,,,
Canada,University of Alberta,Sustainable Energy,"Natural Resources, Energy and the Environment",,,,,
Germany,RWTH Aachen University,Sustainable Energy,Sustainable Resources and Energy Supply,,,,,
Hong Kong SAR,Hong Kong University of Science and Technology,Sustainable Energy,Sustainable Energy Engineering,,,,,
Netherlands,Leiden University,Sustainable Energy,"Earth, Energy and Sustainability",,,,,
South Korea,Seoul National University,Sustainable Energy,Energy Resources Engineering,,,,,
Sweden,Uppsala University,Sustainable Energy,Energy Transition – Sustainability and Leadership,,,,,
United States,Brown University,Sustainable Energy,Environmental Engineering,Yes,,,,
United States,University of Southern California,Sustainable Energy,"Agriculture, Forestry, Fisheries & Veterinary",,,,,
United States,University of Southern California,Sustainable Energy,"Environmental Studies, Sustainability, Energy and Society Concentration",,,,,
Australia,University of Adelaide,Veterinary Medicine / Veterinary Sciences,Animal Science,,,,,
Australia,University of Adelaide,Veterinary Medicine / Veterinary Sciences,Veterinary Bioscience,,,,,
Australia,University of Queensland,Veterinary Medicine / Veterinary Sciences,Veterinary Science Hons.,,,,,
Australia,University of Sydney,Veterinary Medicine / Veterinary Sciences,Animal & Veterinary Bioscience,,,,,
Australia,University of Sydney,Veterinary Medicine / Veterinary Sciences,Veterinary Biology & Doctor of Veterinary Medicine,,,,,
Canada,University of Alberta,Veterinary Medicine / Veterinary Sciences,Companion & Performance Animals ,,,,,
Canada,University of Alberta,Veterinary Medicine / Veterinary Sciences,Food Animals ,,,,,
Canada,University of Toronto,Veterinary Medicine / Veterinary Sciences,Animal Physiology,Yes,,,,
United States,Michigan State University (East Lansing),Veterinary Medicine / Veterinary Sciences,Veterinary Technology,,,,,
United States,Purdue University,Veterinary Medicine / Veterinary Sciences,Animal Sciences: Pre-Veterinary Medicine,,,,,
United States,University of Wisconsin Madison,Veterinary Medicine / Veterinary Sciences,Animal Sciences ,Yes,,,,
United States,University of Wisconsin Madison,Veterinary Medicine / Veterinary Sciences,Dairy Science,Yes,,,,
Canada,University of Alberta,Wildlife,Environmental & Conservation Sciences – Major in Wildlife & Rangeland Management,,,,,
United States,Boston University,Wildlife,Ecology & Conservation Biology,Yes,,,,
United States,Cornell University,Wildlife,Natural Resources,Yes,,,,
United States,Duke University,Wildlife,Environmental Science,Yes,,,,
United States,Michigan State University (East Lansing),Wildlife,Fisheries & Wildlife,,,,,
United States,Michigan State University (East Lansing),Wildlife,Fisheries & Wildlife,,,,,
United States,Ohio State University (Columbus),Wildlife,Fisheries & Wildlife Management,,,,,
United States,Purdue University,Wildlife,Wildlife Science,,,,,
United States,"University of California, Berkeley",Wildlife,Environmental Science Policy & Management,Yes,,,,
United States,"University of California, Davis",Wildlife,"Wildlife, Fish & Conservation Biology",Yes,,,,
United States,"University of California, Los Angeles (UCLA)",Wildlife,Biology – Conservation Biology minor,Yes,,,,
United States,"University of California, Los Angeles (UCLA)",Wildlife,Ecology & Evolutionary Biology,Yes,,,,
United States,University of Illinois at Urbana-Champaign,Wildlife,Natural Resources & Environmental Sciences,Yes,,,,
United States,"University of Maryland, College Park",Wildlife,Natural Resources Management,Yes,,,,
United States,University of Pittsburgh,Wildlife,Ecology & Evolution,,,,,
United States,University of Washington,Wildlife,Environmental Science & Resource Management – Wildlife Conservation,Yes,,,,
United States,University of Wisconsin,Wildlife,Wildlife Ecology,Yes,,,,
France,Sciences-Po,Public Policy Studies,Economy and Society,,,,,
France,Sciences-Po,Public Policy Studies,Political Humanities,,,,,
France,Sciences-Po,Public Policy Studies,Politics and Government,,,,,
China,Fudan University,Medicine,Medicine,,,,,
China,Zhejhiang,Medicine,Medicine,,,,,
Australia,University of Western Australia,Bachelor of Engineering (Hons) - Automation and Robotics Engineering,Bachelor of Engineering (Hons) - Automation and Robotics Engineering,,,,,
United States,Carnegie Mellon University,Robotics,Robotics,,,,,
United States,Purdue University – West Lafayette,Robotics Engineering Technology,Robotics Engineering Technology,,,,,
United States,"University of Michigan, Ann Arbor",Robotics,Robotics,,,,,
China,City University of Hong Kong,Nuclear and Risk Engineering,Nuclear and Risk Engineering,,,,,
United States,Georgia Institute of Technology,Nuclear and Radiological Engineering,Nuclear and Radiological Engineering,,,,,
United States,Massachusetts Institute of Technology (MIT),Nuclear Engineering,Nuclear Engineering,,,,,
United States,Purdue University – West Lafayette,Nuclear Engineering,Nuclear Engineering,,,,,
United States,"University of California, Berkeley",Nuclear Engineering,Nuclear Engineering,,,,,
United States,University of Florida,Nuclear Engineering,Nuclear Engineering,,,,,
United States,University of Michigan,Nuclear Engineering with Radiological Sciences,Nuclear Engineering with Radiological Sciences,,,,,
United States,University of Pittsburgh,Nuclear Engineering,Nuclear Engineering,,,,,
United States,University of Wisconsin–Madison,Nuclear Engineering,Nuclear Engineering,,,,,
Australia,Australian National University,Finance (Hons),Finance (Hons),,,,,
Australia,Monash University,Finance,Finance,,,,,
Australia,University of Adelaide,Finance (Hons),Finance (Hons),,,,,
Australia,University of Melbourne,Commerce - Finance,Commerce - Finance,,,,,
Australia,University of Queensland,Finance,Finance,,,,,
Australia,University of Western Australia,Bachelor of Commerce - Finance,Bachelor of Commerce - Finance,,,,,
Canada,McGill University,Finance,Finance,,,,,
Canada,University of Alberta,Finance,Finance,,,,,
China,University of Science and Technology of China,Finance,Finance,,,,,
China,Wuhan University,Finance,Finance,,,,,
China,Chinese University of Hong Kong,Quantitative Finance and Risk Management Science,Quantitative Finance and Risk Management Science,,,,,
China,Hong Kong University of Science and Technology,Finance,Finance,,,,,
United States,Carnegie Mellon University,Computational Finance,Computational Finance,,,,,
United States,Emory University,Finance,Finance,,,,,
United States,Massachusetts Institute of Technology (MIT),Finance,Finance,,,,,
United States,Michigan State University,Finance,Finance,,,,,
United States,Ohio State University,Finance,Finance,,,,,
United States,Purdue University-West Lafayette,Finance,Finance,,,,,
United States,University of Colorado at Boulder,Finance,Finance,,,,,
United States,University of Illinois at Urbana-Champaign,Finance and Data Science,Finance and Data Science,,,,,
United States,"University of Maryland, College Park",Finance,Finance,,,,,
United States,"University of Minnesota, Twin Cities",Finance,Finance,,,,,
United States,University of Pennsylvania,Finance,Finance,,,,,
United States,University of Pittsburgh,Finance,Finance,,,,,
China,Chinese University of Hong Kong,Risk Management Science,Risk Management Science,,,,,
China,Hong Kong University of Science and Technology,Risk Management and Business Intelligence,Risk Management and Business Intelligence,,,,,
South Korea,Yonsei University,Quantitative Risk Management,Quantitative Risk Management,,,,,
United States,"University of Minnesota, Twin Cities",Risk Management and Insurance,Risk Management and Insurance,,,,,
United States,University of Wisconsin-Madison,Risk Management and Insurance,Risk Management and Insurance,,,,,
United States,Carnegie Mellon University,Behavioral Economics,Behavioral Economics,,,,,
United States,University of Pennsylvania,Behavioral Economics,Behavioral Economics,,,,,
United States,University of Southern California,Behavioral Economics and Psychology,Behavioral Economics and Psychology,,,,,
Australia,University of Queensland,Cyber Security,Cyber Security,,,,,
Australia,University of Western Australia,Bachelor of Science - Cybersecurity,Bachelor of Science - Cybersecurity,,,,,
United States,Purdue University-West Lafayette,Cybersecurity,Cybersecurity,,,,,
United States,University of Arizona (Tucson),Cyber Operations: Defense and Forensics Emphasis,Cyber Operations: Defense and Forensics Emphasis,,,,,
United States,University of Southern California,Intelligence and Cyber Operations,Intelligence and Cyber Operations,,,,,
Australia,University of Western Australia,Bachelor of Advanced Computer Science (Hons) - Artificial Intelligence,Bachelor of Advanced Computer Science (Hons) - Artificial Intelligence,,,,,
France,CentraleSupélec (Université Paris-Saclay),"Artificial Intelligence, Data and Management Sciences","Artificial Intelligence, Data and Management Sciences",,,,,
China,Hong Kong Polytechnic University,"Artificial Intelligence and Data Analytics, Artificial Intelligence and Information Engineering, Financial Technology and Artificial Intelligence","Artificial Intelligence and Data Analytics, Artificial Intelligence and Information Engineering, Financial Technology and Artificial Intelligence",,,,,
China,Chinese University of Hong Kong,Artificial Intelligence - Systems and Technologies,Artificial Intelligence - Systems and Technologies,,,,,
China,Hong Kong University of Science and Technology,"BBA in Finance with Extended Major in Artificial Intelligence, BEng in Aerospace Engineering with Extended Major in Artificial Intelligence, BEng in Sustainable Energy Engineering with Extended Major in Artificial Intelligence, BSc in Mathematics with Extended Major in Artificial Intelligence, BSc in Ocean Science and Technology with Extended Major in Artificial Intelligence, BSc in Risk Management and Business Intelligence with Extended Major in Artificial Intelligence","BBA in Finance with Extended Major in Artificial Intelligence, BEng in Aerospace Engineering with Extended Major in Artificial Intelligence, BEng in Sustainable Energy Engineering with Extended Major in Artificial Intelligence, BSc in Mathematics with Extended Major in Artificial Intelligence, BSc in Ocean Science and Technology with Extended Major in Artificial Intelligence, BSc in Risk Management and Business Intelligence with Extended Major in Artificial Intelligence",,,,,
China,University of Hong Kong,Applied Artificial Intelligence,Applied Artificial Intelligence,,,,,
Italy,Sapienza University of Rome,Applied Computer Science and Artificial Intelligence,Applied Computer Science and Artificial Intelligence,,,,,
Netherlands,Leiden University,Data Science and Artificial Intelligence,Data Science and Artificial Intelligence,,,,,
Netherlands,Radboud University Nijmegen,Artificial Intelligence,Artificial Intelligence,,,,,
Netherlands,Vrije Universiteit Amsterdam,Artificial Intelligence,Artificial Intelligence,,,,,
Singapore,Nanyang Technological University,Data Science and Artificial Intelligence,Data Science and Artificial Intelligence,,,,,
United States,Carnegie Mellon University,Artificial Intelligence,Artificial Intelligence,,,,,
United States,Purdue University-West Lafayette,Artificial Intelligence,Artificial Intelligence,,,,,
United States,University of Arizona (Tucson),Artificial Intelligence,Artificial Intelligence,,,,,
United States,University of Pennsylvania,Artificial Intelligence,Artificial Intelligence,,,,,
United States,University of Southern California,Artificial Intelligence for Business,Artificial Intelligence for Business,,,,,
Australia,University of Melbourne,Data Science,Data Science,,,,,
Australia,University of Western Australia,"Bachelor of Advanced Computer Science (Hons) - Computing and Data Science, Bachelor of Philosophy (Hons) - Data Science, Bachelor of Science - Data Science","Bachelor of Advanced Computer Science (Hons) - Computing and Data Science, Bachelor of Philosophy (Hons) - Data Science, Bachelor of Science - Data Science",,,,,
Canada,University of British Columbia,Data Science,Data Science,,,,,
Denmark,Aarhus University,Data Science,Data Science,,,,,
China,Hong Kong Polytechnic University,"Artificial Intelligence and Data Analytics, Data Science and Analytics","Artificial Intelligence and Data Analytics, Data Science and Analytics",,,,,
China,Chinese University of Hong Kong,"Computational Data Science, Data Science and Policy Studies","Computational Data Science, Data Science and Policy Studies",,,,,
China,Hong Kong University of Science and Technology,Data Science and Technology,Data Science and Technology,,,,,
